BUSINESS NAME,BUSINESS OPEN DATE,BUSINESS STATUS,BUSINESS CLOSE DATE,NAICS CODE,NAICS CATEGORY,NAICS GROUP,FULL STREET NAME,CITY,STATE,LATITUDE,LONGITUDE
CAJUN WILD BIRDS LLC,07/02/2012,O,,451000,"Sporting Goods, Hobby, Book & Music Stores",RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.105808588671,30.388493132872
NAGOYA CENTRAL INC,01/18/2013,C,01/18/2013,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),WAX RD,BATON ROUGE,LA,-91.02707221864,30.543675928579
NICK KNACK ELECTRICAL CO LLC,01/02/2009,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),GLEN OAKS DR,BATON ROUGE,LA,-91.135946406947,30.511703063845
BENJAMIN M FLEIG LLC,02/02/2010,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),CEDAR PARK AVE,BATON ROUGE,LA,-91.052457323212,30.389296498227
BEACON IMAGES INC,07/06/2010,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),MADRID AVE,BATON ROUGE,LA,-91.100911697093,30.474062576954
BEACON IMAGES INC,07/06/2010,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),FLORIDA BLVD,BATON ROUGE,LA,-91.093496910958,30.452027702734
BEACON IMAGES INC,07/06/2010,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),FLORIDA BLVD,BATON ROUGE,LA,-91.093496910958,30.452027702734
GREG HANSON,01/02/2008,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),GOVERNMENT ST,BATON ROUGE,LA,-91.136494510519,30.444865121344
TWO SEVEN PRODUCTIONS LLC,11/01/2010,O,,454000,Nonstore Retailers,RETAIL TRADE (G),RIVERBEND LAKES DR,BATON ROUGE,LA,-91.203936013751,30.38205872332
THE BEST TAX SERVICE LLC,01/30/2013,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),HOLLYWOOD-GREENWELL XOVR,BATON ROUGE,LA,-91.13375798983,30.501703989763
24 HOUR CAR WASH LLC,10/01/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S HARRELL'S FERRY RD,BATON ROUGE,LA,-91.021662620605,30.428680068469
PHILLIPS CRAWFISH LLC,01/21/2010,O,,454000,Nonstore Retailers,RETAIL TRADE (G),GREENWELL SPRINGS RD,BATON ROUGE,LA,-91.05581372723,30.495191963625
A PERSONAL TOUCH LLC,02/01/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),ADAMS AVE,BATON ROUGE,LA,-91.159403522155,30.468403624899
OILFIELD AND PLANT MAINTENANCE INC,01/02/2009,O,,811000,Repair & Maintenance,OTHER SERVICES (I),NICHOLSON LAKE DR,BATON ROUGE,LA,-91.132613901417,30.343720214696
QUEEN'S HOMECARE SOLUTIONS LLC,01/06/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),MANORWOOD AVE,BATON ROUGE,LA,-91.056004018334,30.455168710059
SHYRONE PALMER,04/03/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),MISSION DR,BATON ROUGE,LA,-91.144643209904,30.469196423564
DECISION TIME LLC,08/01/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S ACADIAN THWY,BATON ROUGE,LA,-91.15299698552,30.43766860595
ROCKWELL SECURITY LLC,03/01/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PLAZA TOWER DR,BATON ROUGE,LA,-91.050370885662,30.417766766186
SMBA SUBS INC,05/03/2010,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),WAX RD,BATON ROUGE,LA,-91.027007923992,30.544396188975
SMBA SUBS INC,05/03/2010,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HIGHLAND RD,BATON ROUGE,LA,-91.122915924197,30.370148075513
SMBA SUBS INC,05/03/2010,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.126737695618,30.451909373128
SMBA SUBS INC,05/03/2010,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.056503560619,30.436200517747
SMBA SUBS INC,05/03/2010,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),MAIN ST,BATON ROUGE,LA,-91.18748999365,30.451948432494
THE HAIR SHOW BY KELLI HUTCHINSON,02/15/2013,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.151727092394,30.421651339885
LON E ROBERSON,01/01/2007,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",FLORIDA BLVD,BATON ROUGE,LA,-91.131840712255,30.450438548297
ELIZABETH KANTH,04/01/2022,O,,454000,Nonstore Retailers,RETAIL TRADE (G),MADEIRA DR,BATON ROUGE,LA,-91.100571805647,30.390950440953
BE STR8 OUT BAIL BOND LLC,09/21/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),GARNET DR,BATON ROUGE,LA,-91.130886807801,30.477065935729
REPUTATION CAPITAL MEDIA SERVICES LLC,01/02/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),MAIN ST,BATON ROUGE,LA,-91.181969223609,30.451499586205
NABLUS I INC,06/25/2014,C,05/05/2015,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.118037009563,30.484807207293
MARY ALICE TINGLE,06/10/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.08947078511,30.374631437648
INDUSTRIAL SUPPLY & RENTAL INC,08/01/2011,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PECUE LN,BATON ROUGE,LA,-91.040246847502,30.377372776665
ROVER SERVICES LLC,06/15/2010,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.131840712255,30.450438548297
REAL ESTATE VENTURES INC,01/02/2007,O,,531000,Real Estate,FINANCE & INSURANCE,JAMESTOWN AVE,BATON ROUGE,LA,-91.136288718162,30.419965281014
OPHELIA P GALLIANO,08/01/2012,C,10/30/2015,446000,Health & Personal Care Stores,RETAIL TRADE (G),CITIPLACE CT,BATON ROUGE,LA,-91.129467192412,30.424272702709
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,GREENWELL SPRINGS RD,BATON ROUGE,LA,-91.062841965933,30.492513483196
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,INTERLINE AVE,BATON ROUGE,LA,-91.086319257221,30.420814780272
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,AIRWAY DR,BATON ROUGE,LA,-91.099183114502,30.454098741879
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052842430454,30.425270118861
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,MILLERVILLE RD,BATON ROUGE,LA,-91.023239606044,30.450403382094
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,OAK VILLA BLVD,BATON ROUGE,LA,-91.088550831567,30.470706876596
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,HARDING BLVD,BATON ROUGE,LA,-91.146281964803,30.522037333967
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,STARING LN,BATON ROUGE,LA,-91.11058406423,30.392632581687
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,COURSEY BLVD,BATON ROUGE,LA,-91.027105647266,30.408554680166
AZALEA DEVELOPMENT LLC,01/12/2012,C,07/31/2014,532000,Rental & Leasing Services,FINANCE & INSURANCE,BALIS DR,BATON ROUGE,LA,-91.146808976435,30.419131589776
WILSON GROUP LLC,12/21/2009,O,,446000,Health & Personal Care Stores,RETAIL TRADE (G),HIGHLAND RD,BATON ROUGE,LA,-91.03262366215,30.343672844421
RAINBOW DELITES LLC,08/13/2010,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),N HARRELL'S FERRY RD,BATON ROUGE,LA,-91.065685155599,30.432905096674
SYSTEMS INTEGRATION LLC,01/02/2009,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),INDUSTRIPLEX BLVD,BATON ROUGE,LA,-91.04390406969,30.383501221916
CARMERGENCY LLC,01/02/2014,O,,811000,Repair & Maintenance,OTHER SERVICES (I),GOODWOOD BLVD,BATON ROUGE,LA,-91.070904475539,30.445034919668
WOOD ACRES LLC,10/01/2012,O,,721000,Accommodation,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.101537153444,30.461551292288
KCJ PAINTING AND DRYWALL LLC,01/01/2010,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),TAMS DR,BATON ROUGE,LA,-91.061897597742,30.466549953974
NEXGEN SOFTWARE DESIGNS LLC,11/05/2013,C,12/31/2013,815000,Miscellaneous Other Services,OTHER SERVICES (I),SEWANEE DR,BATON ROUGE,LA,-91.053093273082,30.42810070502
NEXGEN SOFTWARE DESIGNS LLC,11/05/2013,C,12/31/2013,815000,Miscellaneous Other Services,OTHER SERVICES (I),WINDING LAKE AVE,BATON ROUGE,LA,-91.131729865687,30.342940825291
THE OLDE MILL LLC,03/27/2013,O,,444000,Building Material & Garden Equip & Supplies Dealer,RETAIL TRADE (G),COZUMEL DR,BATON ROUGE,LA,-91.05899132,30.39685066598
EXTREME CLEAN CLEANING SERVICES LLC,08/23/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),BUCKLEY AVE,BATON ROUGE,LA,-91.026611281666,30.412408712089
DESIGN CONCEPTS LTD,04/30/2008,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),GOLD CUP AVE,BATON ROUGE,LA,-91.056681631685,30.41677928851
LACOUR AUDITING LLC,04/28/2014,O,,811000,Repair & Maintenance,OTHER SERVICES (I),COLLEGE DR,BATON ROUGE,LA,-91.137120605449,30.427355695843
A HAMILTON PLATINUM FUNERAL SERVICE LLC,03/15/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),WOODDALE BLVD,BATON ROUGE,LA,-91.115133139125,30.467532010382
SAI BABA 2 LLC,06/27/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),WAX RD,BATON ROUGE,LA,-91.027007923992,30.544396188975
SAI BABA 2 LLC,06/27/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),HIGHLAND RD,BATON ROUGE,LA,-91.122915924197,30.370148075513
SAI BABA 2 LLC,06/27/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.126737695618,30.451909373128
SAI BABA 2 LLC,06/27/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.056503560619,30.436200517747
SAI BABA 2 LLC,06/27/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),MAIN ST,BATON ROUGE,LA,-91.18748999365,30.451948432494
COMPANION ANIMAL ALLIANCE,09/15/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PROGRESS RD,BATON ROUGE,LA,-91.165074310312,30.537429195415
VALDIVIA CONSTRUCTION LLC,02/01/2012,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),GSRI AVE,BATON ROUGE,LA,-91.121137643411,30.356306337328
NATIONAL RIFLE ASSOCIATION OF AMERICA,01/02/2011,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),SOMERUELOS ST,BATON ROUGE,LA,-91.186029779729,30.44442169113
BETHLEY AUTO SALES LLC,02/01/2013,C,12/31/2015,441000,Motor Vehicle & Parts Dealer,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.159556300078,30.482176522102
PLUS ONE CONSTRUCTION LLC,10/04/2005,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),CHRISTIAN ST,BATON ROUGE,LA,-91.160013805853,30.424630981454
CORE CLINICS LLC,11/29/2010,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),N RIEGER RD,BATON ROUGE,LA,-91.0683674384,30.385196711297
CASH AMERICA INC OF LOUISIANA,08/01/2013,C,08/01/2013,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.155845764917,30.493015291426
CASH AMERICA INC OF LOUISIANA,08/01/2013,C,08/01/2013,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),AIRLINE HWY,BATON ROUGE,LA,-91.106428761919,30.468554648312
CASH AMERICA INC OF LOUISIANA,08/01/2013,C,08/01/2013,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),GOVERNMENT ST,BATON ROUGE,LA,-91.155119815986,30.444526536798
CASH AMERICA INC OF LOUISIANA,08/01/2013,C,08/01/2013,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),AIRLINE HWY,BATON ROUGE,LA,-91.130131983694,30.50004276285
M L R AUDIO CREATIONS LLC,04/16/2010,O,,512000,Motion Picture & Sound Recording Industries,SERVICES,NORTHAMPTON DR,BATON ROUGE,LA,-91.118857108184,30.547992180452
AGNES BAIL BONDS LLC,10/01/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),EVANGELINE ST,BATON ROUGE,LA,-91.159587364377,30.492742624563
JOE THOMAS,10/01/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),GREENWELL SPRINGS RD,BATON ROUGE,LA,-91.093757778881,30.481310876279
GOT JUICE LLC,12/03/2013,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.15740081235,30.424295564925
GOT JUICE LLC,12/03/2013,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),NORTH BLVD,BATON ROUGE,LA,-91.187586195801,30.447292898786
GOT JUICE LLC,12/03/2013,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),HIGHLAND MARKET DR,BATON ROUGE,LA,-91.024841677271,30.348621922903
E COMM WIRELESS INC,11/01/2010,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),BURBANK DR,BATON ROUGE,LA,-91.12029156399,30.358133221471
ANN REBECCA TILLAGE,11/01/2007,O,,454000,Nonstore Retailers,RETAIL TRADE (G),DREHR AVE,BATON ROUGE,LA,-91.164033225439,30.443252586574
MARY T  WILEY,09/01/2009,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),CAPITAL HEIGHTS AVE,BATON ROUGE,LA,-91.15146896443,30.442557025784
PERO & ASSOCIATES REALTY LLC,01/02/2009,O,,531000,Real Estate,FINANCE & INSURANCE,NEWCASTLE AVE,BATON ROUGE,LA,-91.050014715654,30.419723142096
DONALD RICHARD GENTRY,08/01/2013,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),WOODDALE BLVD,BATON ROUGE,LA,-91.113058416176,30.463599503809
LAVISH NAILS AND SPA LLC,07/07/2010,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.105808588671,30.388493132872
THUAN MAI,03/24/2014,C,02/28/2015,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),COLLEGE DR,BATON ROUGE,LA,-91.140376879165,30.417949658729
KELLY PAULK RAY PHD LLC,01/02/2008,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",N OAK HILLS PKWY,BATON ROUGE,LA,-91.10196197594,30.36898129474
MATTRESS DIRECT INC,08/12/2010,C,08/22/2010,442000,Furniture & Home Furnishing Stores,RETAIL TRADE (G),BLUEBONNET BLVD,BATON ROUGE,LA,-91.097971250538,30.380065853497
MATTRESS DIRECT INC,08/12/2010,C,08/22/2010,442000,Furniture & Home Furnishing Stores,RETAIL TRADE (G),AIRLINE HWY,BATON ROUGE,LA,-91.084875618122,30.438409015235
RIGHT 2 WORK GET PAID TAX SERVICES LLC,11/27/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),POINSETTIA DR,BATON ROUGE,LA,-91.124280190468,30.508436653281
THE BLUEST INK LLC,01/06/2012,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",FLORIDA BLVD,BATON ROUGE,LA,-91.150154059831,30.450724164226
EXCELLENCE IN MATH & READING LOUISIANA LLC,06/03/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S HARRELL'S FERRY RD,BATON ROUGE,LA,-91.024142048126,30.429472544718
HIGHLAND ROAD FITNESS INC,08/05/2010,O,,713000,"Amusement, Gambling & Recreation Industries","ARTS, ENTERTAINMENT & RECREATION (I)",HIGHLAND RD,BATON ROUGE,LA,-91.138653605256,30.379618761537
HIGHLAND ROAD FITNESS INC,08/05/2010,O,,713000,"Amusement, Gambling & Recreation Industries","ARTS, ENTERTAINMENT & RECREATION (I)",HIGHLAND RD,BATON ROUGE,LA,-91.138267242763,30.37944530411
LEROY SCOTT LPC,03/01/2012,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",GOODWOOD BLVD,BATON ROUGE,LA,-91.102194252627,30.441933538181
EXPRESS FASHION OPERATIONS LLC,09/01/2012,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),BLUEBONNET BLVD,BATON ROUGE,LA,-91.087580331197,30.38887693489
FASTENER SOLUTIONS OF LA LLC,08/01/2012,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),BEAUMONT DR,BATON ROUGE,LA,-91.109598193633,30.466682957366
NICHOLAS ABRAHAM,09/01/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),JEFFERSON HWY,BATON ROUGE,LA,-91.095288325933,30.419083166484
SOUTH LOUISIANA OFFICE SUPPLIER LLC,11/19/2016,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),SIEGEN LN,BATON ROUGE,LA,-91.072921921032,30.36986223459
KEVIN LEE WHITE,02/04/2013,C,02/05/2013,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.06973515746,30.455979349404
DIRECT HOTSHOT LLC,01/01/2012,O,,484000,Truck Transportation,TRANSPORTATION & WAREHOUSING (E),BAINBRIDGE AVE,BATON ROUGE,LA,-90.992665776756,30.348508778675
LORA HAROLD,09/19/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),DALTON ST,BATON ROUGE,LA,-91.149896780615,30.473856776448
ARTCC ENTERPRISES LLC,06/01/2013,C,12/31/2018,812000,Personal & Laundry Services,OTHER SERVICES (I),HIGHLAND RD,BATON ROUGE,LA,-91.160289061167,30.395336359441
ARTCC ENTERPRISES LLC,06/01/2013,C,12/31/2018,812000,Personal & Laundry Services,OTHER SERVICES (I),O'NEAL LN,BATON ROUGE,LA,-91.008637567851,30.453444824618
ARTCC ENTERPRISES LLC,06/01/2013,C,12/31/2018,812000,Personal & Laundry Services,OTHER SERVICES (I),SIEGEN LN,BATON ROUGE,LA,-91.065569007273,30.386029471842
ARTCC ENTERPRISES LLC,06/01/2013,C,12/31/2018,812000,Personal & Laundry Services,OTHER SERVICES (I),SULLIVAN RD,BATON ROUGE,LA,-91.027737871786,30.541449321197
A & J GROUP LLC,03/18/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),BELLERIVE CT,BATON ROUGE,LA,-91.010681290761,30.348582356872
BR LADIES CLOTHING LLC,09/04/2014,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),AIRLINE HWY,BATON ROUGE,LA,-91.057415981755,30.401205463653
JOHN R VANCE DDS LLC,01/01/2008,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",E AIRPORT AVE,BATON ROUGE,LA,-91.101810676308,30.447465893132
SANDY SCHOEFFLER,05/01/2011,O,,454000,Nonstore Retailers,RETAIL TRADE (G),LANCELOT DR,BATON ROUGE,LA,-91.045576998742,30.424742786444
BRIAN DUNN ENTRPRISES LLC,02/15/2012,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.107991072512,30.394227808994
CRAFTSMEN PLUS LLC,02/01/2011,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),RIVERDALE AVE E,BATON ROUGE,LA,-91.011592197331,30.449725709716
THE KEITH GROUP LLC,12/26/2010,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),WOODGLYNN DR,BATON ROUGE,LA,-91.091648091027,30.477930182079
LAKESHORE FOOD SERVICE LLC,01/02/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),W LAKESHORE DR,BATON ROUGE,LA,-91.169090760096,30.413703856891
EAN HOLDINGS LLC,08/01/2010,O,,532000,Rental & Leasing Services,FINANCE & INSURANCE,JACKIE COCHRAN DR,BATON ROUGE,LA,-91.156518745557,30.532729121221
NOT ON MY WATCH LLC,01/02/2013,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),SHERBROOK DR,BATON ROUGE,LA,-91.05270442434,30.451560592301
CORE GOVERMENTAL SERVICES LLC,01/02/2011,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),N RIEGER RD,BATON ROUGE,LA,-91.0683674384,30.385196711297
"WIENER, WEISS & MADISON A PROFESSIONAL CORPORATION",11/01/2013,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",NORTH ST,BATON ROUGE,LA,-91.183100059175,30.452867494651
JAMES WELLS,01/03/2014,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),AIRLINE HWY,BATON ROUGE,LA,-91.06411513306,30.412417345049
DIONNE WILKINS,01/02/2007,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),DALLAS DR,BATON ROUGE,LA,-91.111313898082,30.468053427742
G & S CONSTRUCTION SERVICES LLC,03/01/2011,O,,237000,Heavy & Civil Engineering Construction,CONSTRUCTION,FAIRHAM DR,BATON ROUGE,LA,-91.036598086028,30.436776606193
JUNEAU'S AUTO REPAIR LLC,02/14/2011,O,,811000,Repair & Maintenance,OTHER SERVICES (I),HOOPER RD,BATON ROUGE,LA,-91.062223309747,30.544170850137
THE CIGAR FATHER LLC,11/15/2013,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),HIGHLAND RD,BATON ROUGE,LA,-91.181325616066,30.429124534504
EZELL LAW FIRM LLC,01/01/2010,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",PERKINS RD,BATON ROUGE,LA,-91.091370964637,30.376235361144
AMERICAN MECHANICAL SERVICES LLC,03/15/2012,O,,811000,Repair & Maintenance,OTHER SERVICES (I),CONFEDERATE AVE,BATON ROUGE,LA,-91.011206330327,30.392733718998
ABUE CHDAD INC,11/05/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),GUS YOUNG AVE,BATON ROUGE,LA,-91.145082695391,30.461865905024
ABUE CHDAD INC,11/05/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),GUS YOUNG AVE,BATON ROUGE,LA,-91.145082695391,30.461865905024
ABUE CHDAD INC,11/05/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),GUS YOUNG AVE,BATON ROUGE,LA,-91.145082695391,30.461865905024
KIMBERLY D HARGROVE,05/01/2009,O,,454000,Nonstore Retailers,RETAIL TRADE (G),KAUFMAN ST,BATON ROUGE,LA,-91.162617323715,30.510958357959
A & CH CONSULTING LLC,01/02/2009,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),LASALLE AVE,BATON ROUGE,LA,-91.118775586746,30.436278538779
KIM OANH LE,07/01/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),HOOPER RD,BATON ROUGE,LA,-91.039249835514,30.552796989762
WILLIAM THOMAS,03/10/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),RODIN DR,BATON ROUGE,LA,-91.12246182508,30.46060921956
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HENNESSY BLVD,BATON ROUGE,LA,-91.106906495776,30.403484085181
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),JEFFERSON HWY,BATON ROUGE,LA,-91.106005409139,30.425401783342
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SIEGEN LN,BATON ROUGE,LA,-91.063109579534,30.386012602069
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.147192884721,30.418676120499
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.070691770313,30.416581277069
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HENNESSY BLVD,BATON ROUGE,LA,-91.106906495776,30.403484085181
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),JEFFERSON HWY,BATON ROUGE,LA,-91.106005409139,30.425401783342
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SIEGEN LN,BATON ROUGE,LA,-91.063109579534,30.386012602069
CC'S COFFEE HOUSE LLC,03/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.147192884721,30.418676120499
